uid,index,name,display_name,category,subcategory,kind,item,variant,style,label,tags,master_svg,png_path_template
NEO00066,66,things_tools_button_ring_00,button ring 0,things_tools,things_tools,things_tools,button,0,ring,BUT,things_tools;button;ring;neutrino;emoji,svg/master/things_tools_button_ring_00.svg,png/{theme}/{size}/things_tools_button_ring_00.png
NEO00067,67,things_tools_zipper_shadow_00,zipper shadow 0,things_tools,things_tools,things_tools,zipper,0,shadow,ZIP,things_tools;zipper;shadow;neutrino;emoji,svg/master/things_tools_zipper_shadow_00.svg,png/{theme}/{size}/things_tools_zipper_shadow_00.png
NEO00068,68,things_tools_rope_orbit_00,rope orbit 0,things_tools,things_tools,things_tools,rope,0,orbit,ROP,things_tools;rope;orbit;neutrino;emoji,svg/master/things_tools_rope_orbit_00.svg,png/{theme}/{size}/things_tools_rope_orbit_00.png
NEO00069,69,things_tools_chain_leaf_00,chain leaf 0,things_tools,things_tools,things_tools,chain,0,leaf,CHA,things_tools;chain;leaf;neutrino;emoji,svg/master/things_tools_chain_leaf_00.svg,png/{theme}/{size}/things_tools_chain_leaf_00.png
NEO00070,70,things_tools_anchor_star_00,anchor star 0,things_tools,things_tools,things_tools,anchor,0,star,ANC,things_tools;anchor;star;neutrino;emoji,svg/master/things_tools_anchor_star_00.svg,png/{theme}/{size}/things_tools_anchor_star_00.png
NEO00071,71,things_tools_gear_heart_00,gear heart 0,things_tools,things_tools,things_tools,gear,0,heart,GEA,things_tools;gear;heart;neutrino;emoji,svg/master/things_tools_gear_heart_00.svg,png/{theme}/{size}/things_tools_gear_heart_00.png
NEO00072,72,things_tools_cog_bolt_00,cog bolt 0,things_tools,things_tools,things_tools,cog,0,bolt,COG,things_tools;cog;bolt;neutrino;emoji,svg/master/things_tools_cog_bolt_00.svg,png/{theme}/{size}/things_tools_cog_bolt_00.png
NEO00073,73,things_tools_battery_check_00,battery check 0,things_tools,things_tools,things_tools,battery,0,check,BAT,things_tools;battery;check;neutrino;emoji,svg/master/things_tools_battery_check_00.svg,png/{theme}/{size}/things_tools_battery_check_00.png
NEO00074,74,things_tools_plug_plus_00,plug plus 0,things_tools,things_tools,things_tools,plug,0,plus,PLU,things_tools;plug;plus;neutrino;emoji,svg/master/things_tools_plug_plus_00.svg,png/{theme}/{size}/things_tools_plug_plus_00.png
NEO00075,75,things_tools_switch_minus_00,switch minus 0,things_tools,things_tools,things_tools,switch,0,minus,SWI,things_tools;switch;minus;neutrino;emoji,svg/master/things_tools_switch_minus_00.svg,png/{theme}/{size}/things_tools_switch_minus_00.png
NEO00076,76,things_tools_bulb_alert_00,bulb alert 0,things_tools,things_tools,things_tools,bulb,0,alert,BUL,things_tools;bulb;alert;neutrino;emoji,svg/master/things_tools_bulb_alert_00.svg,png/{theme}/{size}/things_tools_bulb_alert_00.png
NEO00077,77,things_tools_fan_music_00,fan music 0,things_tools,things_tools,things_tools,fan,0,music,FAN,things_tools;fan;music;neutrino;emoji,svg/master/things_tools_fan_music_00.svg,png/{theme}/{size}/things_tools_fan_music_00.png
NEO00078,78,things_tools_thermometer_motion_00,thermometer motion 0,things_tools,things_tools,things_tools,thermometer,0,motion,THE,things_tools;thermometer;motion;neutrino;emoji,svg/master/things_tools_thermometer_motion_00.svg,png/{theme}/{size}/things_tools_thermometer_motion_00.png
NEO00079,79,things_tools_bucket_sleep_00,bucket sleep 0,things_tools,things_tools,things_tools,bucket,0,sleep,BUC,things_tools;bucket;sleep;neutrino;emoji,svg/master/things_tools_bucket_sleep_00.svg,png/{theme}/{size}/things_tools_bucket_sleep_00.png
NEO00080,80,things_tools_basket_glow_00,basket glow 0,things_tools,things_tools,things_tools,basket,0,glow,BAS,things_tools;basket;glow;neutrino;emoji,svg/master/things_tools_basket_glow_00.svg,png/{theme}/{size}/things_tools_basket_glow_00.png
NEO00081,81,things_tools_soap_double_00,soap double 0,things_tools,things_tools,things_tools,soap,0,double,SOA,things_tools;soap;double;neutrino;emoji,svg/master/things_tools_soap_double_00.svg,png/{theme}/{size}/things_tools_soap_double_00.png
NEO00082,82,things_tools_sponge_tiny_00,sponge tiny 0,things_tools,things_tools,things_tools,sponge,0,tiny,SPO,things_tools;sponge;tiny;neutrino;emoji,svg/master/things_tools_sponge_tiny_00.svg,png/{theme}/{size}/things_tools_sponge_tiny_00.png
NEO00083,83,things_tools_toothbrush_round_00,toothbrush round 0,things_tools,things_tools,things_tools,toothbrush,0,round,TOO,things_tools;toothbrush;round;neutrino;emoji,svg/master/things_tools_toothbrush_round_00.svg,png/{theme}/{size}/things_tools_toothbrush_round_00.png
NEO00084,84,things_tools_mirror_square_00,mirror square 0,things_tools,things_tools,things_tools,mirror,0,square,MIR,things_tools;mirror;square;neutrino;emoji,svg/master/things_tools_mirror_square_00.svg,png/{theme}/{size}/things_tools_mirror_square_00.png
NEO00085,85,things_tools_comb_plain_00,comb plain 0,things_tools,things_tools,things_tools,comb,0,plain,COM,things_tools;comb;plain;neutrino;emoji,svg/master/things_tools_comb_plain_00.svg,png/{theme}/{size}/things_tools_comb_plain_00.png
NEO00086,86,things_tools_perfume_sparkle_00,perfume sparkle 0,things_tools,things_tools,things_tools,perfume,0,sparkle,PER,things_tools;perfume;sparkle;neutrino;emoji,svg/master/things_tools_perfume_sparkle_00.svg,png/{theme}/{size}/things_tools_perfume_sparkle_00.png
NEO00087,87,things_tools_vase_badge_00,vase badge 0,things_tools,things_tools,things_tools,vase,0,badge,VAS,things_tools;vase;badge;neutrino;emoji,svg/master/things_tools_vase_badge_00.svg,png/{theme}/{size}/things_tools_vase_badge_00.png
NEO00088,88,things_tools_pot_stripe_00,pot stripe 0,things_tools,things_tools,things_tools,pot,0,stripe,POT,things_tools;pot;stripe;neutrino;emoji,svg/master/things_tools_pot_stripe_00.svg,png/{theme}/{size}/things_tools_pot_stripe_00.png
NEO00089,89,things_tools_toolbox_dot_00,toolbox dot 0,things_tools,things_tools,things_tools,toolbox,0,dot,TOO,things_tools;toolbox;dot;neutrino;emoji,svg/master/things_tools_toolbox_dot_00.svg,png/{theme}/{size}/things_tools_toolbox_dot_00.png
NEO00090,90,things_tools_ladder_ring_00,ladder ring 0,things_tools,things_tools,things_tools,ladder,0,ring,LAD,things_tools;ladder;ring;neutrino;emoji,svg/master/things_tools_ladder_ring_00.svg,png/{theme}/{size}/things_tools_ladder_ring_00.png
NEO00091,91,things_tools_door_shadow_00,door shadow 0,things_tools,things_tools,things_tools,door,0,shadow,DOO,things_tools;door;shadow;neutrino;emoji,svg/master/things_tools_door_shadow_00.svg,png/{theme}/{size}/things_tools_door_shadow_00.png
NEO00092,92,things_tools_window_orbit_00,window orbit 0,things_tools,things_tools,things_tools,window,0,orbit,WIN,things_tools;window;orbit;neutrino;emoji,svg/master/things_tools_window_orbit_00.svg,png/{theme}/{size}/things_tools_window_orbit_00.png
NEO00093,93,things_tools_bed_leaf_00,bed leaf 0,things_tools,things_tools,things_tools,bed,0,leaf,BED,things_tools;bed;leaf;neutrino;emoji,svg/master/things_tools_bed_leaf_00.svg,png/{theme}/{size}/things_tools_bed_leaf_00.png
NEO00094,94,things_tools_chair_star_00,chair star 0,things_tools,things_tools,things_tools,chair,0,star,CHA,things_tools;chair;star;neutrino;emoji,svg/master/things_tools_chair_star_00.svg,png/{theme}/{size}/things_tools_chair_star_00.png
NEO00095,95,things_tools_table_heart_00,table heart 0,things_tools,things_tools,things_tools,table,0,heart,TAB,things_tools;table;heart;neutrino;emoji,svg/master/things_tools_table_heart_00.svg,png/{theme}/{size}/things_tools_table_heart_00.png
NEO00096,96,things_tools_sofa_bolt_00,sofa bolt 0,things_tools,things_tools,things_tools,sofa,0,bolt,SOF,things_tools;sofa;bolt;neutrino;emoji,svg/master/things_tools_sofa_bolt_00.svg,png/{theme}/{size}/things_tools_sofa_bolt_00.png
NEO00097,97,things_tools_toilet_check_00,toilet check 0,things_tools,things_tools,things_tools,toilet,0,check,TOI,things_tools;toilet;check;neutrino;emoji,svg/master/things_tools_toilet_check_00.svg,png/{theme}/{size}/things_tools_toilet_check_00.png
NEO00098,98,things_tools_shower_plus_00,shower plus 0,things_tools,things_tools,things_tools,shower,0,plus,SHO,things_tools;shower;plus;neutrino;emoji,svg/master/things_tools_shower_plus_00.svg,png/{theme}/{size}/things_tools_shower_plus_00.png
NEO00099,99,things_tools_sink_minus_00,sink minus 0,things_tools,things_tools,things_tools,sink,0,minus,SIN,things_tools;sink;minus;neutrino;emoji,svg/master/things_tools_sink_minus_00.svg,png/{theme}/{size}/things_tools_sink_minus_00.png
NEO00100,100,things_tools_bathtub_alert_00,bathtub alert 0,things_tools,things_tools,things_tools,bathtub,0,alert,BAT,things_tools;bathtub;alert;neutrino;emoji,svg/master/things_tools_bathtub_alert_00.svg,png/{theme}/{size}/things_tools_bathtub_alert_00.png
NEO00101,101,things_tools_towel_music_00,towel music 0,things_tools,things_tools,things_tools,towel,0,music,TOW,things_tools;towel;music;neutrino;emoji,svg/master/things_tools_towel_music_00.svg,png/{theme}/{size}/things_tools_towel_music_00.png
NEO00102,102,things_tools_backpack_motion_01,backpack motion 1,things_tools,things_tools,things_tools,backpack,1,motion,BAC,things_tools;backpack;motion;neutrino;emoji,svg/master/things_tools_backpack_motion_01.svg,png/{theme}/{size}/things_tools_backpack_motion_01.png
NEO00103,103,things_tools_suitcase_sleep_01,suitcase sleep 1,things_tools,things_tools,things_tools,suitcase,1,sleep,SUI,things_tools;suitcase;sleep;neutrino;emoji,svg/master/things_tools_suitcase_sleep_01.svg,png/{theme}/{size}/things_tools_suitcase_sleep_01.png
NEO00104,104,things_tools_key_glow_01,key glow 1,things_tools,things_tools,things_tools,key,1,glow,KEY,things_tools;key;glow;neutrino;emoji,svg/master/things_tools_key_glow_01.svg,png/{theme}/{size}/things_tools_key_glow_01.png
NEO00105,105,things_tools_lock_double_01,lock double 1,things_tools,things_tools,things_tools,lock,1,double,LOC,things_tools;lock;double;neutrino;emoji,svg/master/things_tools_lock_double_01.svg,png/{theme}/{size}/things_tools_lock_double_01.png
NEO00106,106,things_tools_unlock_tiny_01,unlock tiny 1,things_tools,things_tools,things_tools,unlock,1,tiny,UNL,things_tools;unlock;tiny;neutrino;emoji,svg/master/things_tools_unlock_tiny_01.svg,png/{theme}/{size}/things_tools_unlock_tiny_01.png
NEO00107,107,things_tools_bell_round_01,bell round 1,things_tools,things_tools,things_tools,bell,1,round,BEL,things_tools;bell;round;neutrino;emoji,svg/master/things_tools_bell_round_01.svg,png/{theme}/{size}/things_tools_bell_round_01.png
NEO00108,108,things_tools_hourglass_square_01,hourglass square 1,things_tools,things_tools,things_tools,hourglass,1,square,HOU,things_tools;hourglass;square;neutrino;emoji,svg/master/things_tools_hourglass_square_01.svg,png/{theme}/{size}/things_tools_hourglass_square_01.png
NEO00109,109,things_tools_clock_plain_01,clock plain 1,things_tools,things_tools,things_tools,clock,1,plain,CLO,things_tools;clock;plain;neutrino;emoji,svg/master/things_tools_clock_plain_01.svg,png/{theme}/{size}/things_tools_clock_plain_01.png
NEO00110,110,things_tools_watch_sparkle_01,watch sparkle 1,things_tools,things_tools,things_tools,watch,1,sparkle,WAT,things_tools;watch;sparkle;neutrino;emoji,svg/master/things_tools_watch_sparkle_01.svg,png/{theme}/{size}/things_tools_watch_sparkle_01.png
